,SALES_DATE,predicted,predicted_30,predicted_45,predicted_60,predicted_90,predicted_max,Encoded_SKU_ID
0,2022-08-01,1.0,1.0,0.0,0.0,0.0,0.0,132
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,132
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,132
3,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,132
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,132
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,132
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,132
0,2022-08-01,0.0,0.0,0.0,0.0,0.55,0.0,17
1,2022-08-02,1.0,1.0,0.0,1.0,1.0,2.0,17
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,1.0,17
3,2022-08-04,1.0,1.0,0.0,2.0,2.0,0.0,17
4,2022-08-05,0.0,0.0,1.0,3.0,0.45,1.0,17
5,2022-08-06,1.0,1.0,0.0,2.0,2.0,0.0,17
6,2022-08-07,0.0,0.0,1.0,0.45,0.0,0.0,17
0,2022-08-01,3.0,3.0,3.0,2.0,3.0,3.0,86
1,2022-08-02,6.0,9.0,8.55,3.0,9.0,6.0,86
2,2022-08-03,4.0,6.0,2.0,4.0,2.0,7.0,86
3,2022-08-04,3.0,3.0,2.0,2.45,4.45,3.45,86
4,2022-08-05,6.0,7.0,3.5500000000000003,4.0,9.0,2.45,86
5,2022-08-06,6.0,3.45,2.45,2.5500000000000003,6.0,3.0,86
6,2022-08-07,3.0,3.0,4.0,3.5500000000000003,3.0,4.0,86
0,2022-08-01,3.0,2.0,5.0,5.0,5.0,2.0,79
1,2022-08-02,2.0,2.0,2.0,2.5500000000000003,3.0,4.0,79
2,2022-08-03,2.0,7.0,6.0,1.0,2.0,2.0,79
3,2022-08-04,2.0,5.0,3.45,5.0,6.0,2.5500000000000003,79
4,2022-08-05,2.0,2.0,2.0,4.45,4.0,2.0,79
5,2022-08-06,2.0,2.0,3.0,2.5500000000000003,2.0,2.0,79
6,2022-08-07,2.0,3.0,2.0,2.45,1.0,2.0,79
0,2022-08-01,0.55,0.0,1.0,0.0,0.0,1.0,174
1,2022-08-02,1.4500000000000002,1.4500000000000002,2.0,4.0,0.0,1.0,174
2,2022-08-03,4.0,0.45,0.55,1.0,1.0,1.0,174
3,2022-08-04,1.0,2.0,2.0,2.0,0.0,0.0,174
4,2022-08-05,1.4500000000000002,2.5500000000000003,1.0,0.55,1.0,3.0,174
5,2022-08-06,4.0,0.0,1.0,1.0,0.0,2.0,174
6,2022-08-07,1.0,2.0,1.0,1.0,1.0,2.0,174
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,81
1,2022-08-02,1.0,0.0,0.0,1.0,0.0,0.0,81
2,2022-08-03,0.0,1.0,0.0,0.0,0.0,0.0,81
3,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,81
4,2022-08-05,0.0,0.0,0.0,1.0,0.0,0.0,81
5,2022-08-06,1.0,0.0,0.0,0.0,1.0,0.55,81
6,2022-08-07,0.0,0.0,0.0,1.0,0.0,1.0,81
0,2022-08-01,1.0,1.0,0.0,0.0,1.0,1.0,225
1,2022-08-02,0.0,0.0,1.0,0.45,1.0,1.0,225
2,2022-08-03,1.0,2.0,1.0,1.0,1.0,0.0,225
3,2022-08-04,1.0,0.0,0.0,1.0,1.0,1.0,225
4,2022-08-05,0.0,0.0,2.0,0.0,1.0,1.0,225
5,2022-08-06,1.0,0.0,0.0,0.45,0.0,1.0,225
6,2022-08-07,3.0,1.0,0.0,1.0,2.0,0.0,225
0,2022-08-01,5.550000000000001,4.0,4.0,4.0,4.0,4.0,425
1,2022-08-02,3.5500000000000003,5.0,4.55,4.0,4.0,3.0,425
2,2022-08-03,1.0,8.0,5.0,5.0,8.0,2.0,425
3,2022-08-04,6.45,4.0,6.0,2.0,5.0,3.45,425
4,2022-08-05,8.0,4.0,4.0,8.0,4.45,1.55,425
5,2022-08-06,2.0,5.45,6.0,5.550000000000001,8.0,3.0,425
6,2022-08-07,5.0,1.4500000000000002,6.0,4.0,4.0,1.4500000000000002,425
0,2022-08-01,2.0,3.0,2.45,1.0,1.0,2.0,282
1,2022-08-02,2.0,2.0,3.0,7.450000000000001,7.0,2.5500000000000003,282
2,2022-08-03,2.5500000000000003,2.0,5.0,5.0,3.0,2.0,282
3,2022-08-04,3.0,5.45,1.0,3.0,6.45,2.0,282
4,2022-08-05,1.0,3.0,8.0,5.0,2.5500000000000003,2.0,282
5,2022-08-06,3.0,2.0,2.5500000000000003,2.0,2.45,3.0,282
6,2022-08-07,3.0,1.0,4.0,7.450000000000001,2.0,1.4500000000000002,282
0,2022-08-01,3.0,3.0,3.0,3.0,9.0,3.0,48
1,2022-08-02,1.0,6.0,1.0,3.0,4.55,3.0,48
2,2022-08-03,3.0,3.0,3.0,2.0,3.0,7.0,48
3,2022-08-04,3.0,3.0,2.0,8.0,3.0,4.0,48
4,2022-08-05,1.0,2.0,2.0,4.0,4.0,4.0,48
5,2022-08-06,1.0,1.55,3.0,4.0,8.0,4.0,48
6,2022-08-07,3.0,1.0,3.0,2.0,3.0,4.0,48
0,2022-08-01,4.0,3.0,1.0,1.0,1.0,1.0,191
1,2022-08-02,3.0,1.0,2.0,0.0,0.0,2.0,191
2,2022-08-03,1.0,1.0,1.4500000000000002,0.45,1.0,1.0,191
3,2022-08-04,1.0,0.45,2.0,1.0,0.0,2.0,191
4,2022-08-05,2.0,3.0,1.0,1.0,2.0,1.0,191
5,2022-08-06,1.0,1.0,1.0,0.0,1.0,0.55,191
6,2022-08-07,1.0,0.55,1.0,2.0,1.0,1.0,191
0,2022-08-01,4.0,4.0,2.0,1.55,1.55,1.55,222
1,2022-08-02,1.55,1.55,1.0,3.0,0.0,4.0,222
2,2022-08-03,2.0,2.0,2.5500000000000003,1.0,2.0,5.0,222
3,2022-08-04,1.0,1.55,4.0,3.5500000000000003,2.45,2.0,222
4,2022-08-05,4.0,2.0,2.0,3.45,3.45,3.0,222
5,2022-08-06,1.55,3.0,2.0,2.5500000000000003,2.0,2.0,222
6,2022-08-07,4.0,3.0,1.0,1.55,0.0,3.45,222
0,2022-08-01,1.55,1.55,0.0,0.0,1.0,0.0,375
1,2022-08-02,0.0,0.0,4.0,0.0,0.55,1.0,375
2,2022-08-03,0.0,0.0,2.5500000000000003,2.0,0.55,0.55,375
3,2022-08-04,0.0,4.0,4.0,0.0,0.45,1.0,375
4,2022-08-05,2.0,1.0,0.45,1.0,1.0,1.0,375
5,2022-08-06,2.0,0.0,1.0,1.0,0.55,1.0,375
6,2022-08-07,0.45,0.0,2.0,2.0,1.0,2.0,375
0,2022-08-01,0.0,0.0,0.45,0.0,0.0,0.0,503
1,2022-08-02,1.0,1.55,2.0,2.0,1.0,0.45,503
2,2022-08-03,7.0,1.0,3.0,0.0,4.0,0.45,503
3,2022-08-04,1.0,0.45,0.0,1.55,2.0,0.55,503
4,2022-08-05,0.0,1.55,1.0,1.0,8.0,0.45,503
5,2022-08-06,1.0,0.0,0.0,0.0,3.0,1.0,503
6,2022-08-07,5.0,0.45,0.0,7.0,0.55,1.0,503
0,2022-08-01,1.0,1.0,3.0,1.0,1.0,0.0,261
1,2022-08-02,0.55,0.0,1.0,1.0,5.0,2.0,261
2,2022-08-03,1.0,1.0,1.4500000000000002,1.0,1.0,1.0,261
3,2022-08-04,0.55,2.0,1.0,1.4500000000000002,2.5500000000000003,1.4500000000000002,261
4,2022-08-05,0.55,1.0,1.0,1.0,1.0,1.0,261
5,2022-08-06,5.0,1.4500000000000002,1.0,3.0,0.0,1.0,261
6,2022-08-07,2.0,1.4500000000000002,1.0,1.0,1.0,1.0,261
0,2022-08-01,1.4500000000000002,0.0,1.4500000000000002,2.0,2.0,1.0,256
1,2022-08-02,2.0,1.4500000000000002,2.5500000000000003,1.55,2.0,3.0,256
2,2022-08-03,0.0,2.5500000000000003,2.0,1.0,2.45,0.45,256
3,2022-08-04,0.0,3.0,1.0,1.0,1.0,1.0,256
4,2022-08-05,1.55,1.4500000000000002,5.0,1.0,0.45,2.5500000000000003,256
5,2022-08-06,2.0,0.0,1.0,1.55,2.0,2.0,256
6,2022-08-07,2.0,1.55,0.45,1.0,1.0,1.55,256
0,2022-08-01,1.0,1.0,1.0,1.0,0.0,0.0,173
1,2022-08-02,0.0,1.0,1.0,0.45,1.0,0.0,173
2,2022-08-03,-0.45,0.45,0.0,0.55,0.45,0.55,173
3,2022-08-04,1.4500000000000002,0.55,0.0,0.0,3.0,0.0,173
4,2022-08-05,1.0,1.0,2.0,1.0,1.0,0.0,173
5,2022-08-06,0.0,1.55,1.0,0.0,0.0,1.0,173
6,2022-08-07,1.0,1.0,1.0,1.0,0.55,1.0,173
0,2022-08-01,1.0,1.0,1.0,0.45,1.55,2.0,442
1,2022-08-02,1.0,1.0,1.4500000000000002,3.0,1.0,1.55,442
2,2022-08-03,1.0,1.0,1.4500000000000002,2.0,6.0,2.45,442
3,2022-08-04,1.0,1.0,1.0,2.0,2.0,2.0,442
4,2022-08-05,1.0,1.0,4.0,3.0,2.45,3.0,442
5,2022-08-06,1.0,1.0,5.0,3.0,1.0,1.55,442
6,2022-08-07,1.0,1.0,1.0,2.0,2.0,2.0,442
0,2022-08-01,2.0,2.0,1.0,3.0,1.0,1.0,251
1,2022-08-02,0.0,1.0,2.45,2.0,0.0,0.0,251
2,2022-08-03,2.0,1.0,3.0,2.0,2.0,1.0,251
3,2022-08-04,0.0,0.0,3.0,2.45,0.0,1.0,251
4,2022-08-05,1.0,1.0,1.0,1.0,2.0,1.0,251
5,2022-08-06,0.0,0.55,1.55,2.5500000000000003,3.0,0.0,251
6,2022-08-07,2.0,1.0,1.0,2.0,1.0,1.0,251
0,2022-08-01,1.0,0.0,0.0,2.0,2.0,2.0,1
1,2022-08-02,1.0,1.0,1.0,0.55,2.5500000000000003,2.5500000000000003,1
2,2022-08-03,1.0,3.0,2.5500000000000003,1.55,2.0,0.45,1
3,2022-08-04,0.0,0.0,2.0,5.0,2.0,2.5500000000000003,1
4,2022-08-05,1.0,1.0,3.0,2.0,3.0,1.0,1
5,2022-08-06,1.0,2.45,1.0,1.0,0.45,0.55,1
6,2022-08-07,1.55,2.0,2.0,2.0,2.0,1.0,1
0,2022-08-01,0.55,1.0,0.55,0.0,0.0,0.0,345
1,2022-08-02,1.55,0.0,0.0,6.0,0.45,0.0,345
2,2022-08-03,1.0,0.0,4.0,2.0,0.0,1.0,345
3,2022-08-04,2.0,0.0,1.0,1.0,0.0,0.55,345
4,2022-08-05,1.0,1.0,0.0,0.0,0.0,0.0,345
5,2022-08-06,1.0,0.45,1.0,1.0,0.0,0.0,345
6,2022-08-07,0.0,0.0,3.0,0.0,0.0,0.0,345
0,2022-08-01,3.5500000000000003,,,,,,86
1,2022-08-02,3.0,,,,,,86
2,2022-08-03,9.0,,,,,,86
3,2022-08-04,4.0,,,,,,86
4,2022-08-05,3.0,,,,,,86
5,2022-08-06,4.0,,,,,,86
6,2022-08-07,4.0,,,,,,86
0,2022-08-01,1.0,0.55,0.0,0.45,0.45,1.0,91
1,2022-08-02,1.0,0.0,0.0,1.0,1.0,1.0,91
2,2022-08-03,0.0,0.0,2.0,1.0,1.4500000000000002,2.45,91
3,2022-08-04,0.0,2.0,0.55,1.0,1.0,1.0,91
4,2022-08-05,0.0,0.0,2.0,0.0,1.0,1.0,91
5,2022-08-06,2.0,0.0,1.0,1.0,1.0,1.0,91
6,2022-08-07,0.55,0.0,0.45,0.45,4.0,1.0,91
0,2022-08-01,5.0,3.5500000000000003,1.0,1.0,1.0,0.0,193
1,2022-08-02,2.0,2.0,2.0,1.0,1.0,0.45,193
2,2022-08-03,1.55,1.4500000000000002,1.0,1.0,2.0,1.0,193
3,2022-08-04,1.0,3.0,-0.45,1.55,1.0,1.0,193
4,2022-08-05,2.0,2.0,2.0,0.45,0.0,1.0,193
5,2022-08-06,0.0,2.0,2.0,1.0,1.4500000000000002,1.0,193
6,2022-08-07,3.5500000000000003,1.0,1.0,1.0,2.0,2.0,193
0,2022-08-01,2.0,2.0,2.5500000000000003,2.5500000000000003,2.0,2.0,186
1,2022-08-02,2.0,3.0,0.55,3.0,8.0,1.0,186
2,2022-08-03,3.0,1.0,2.45,0.0,2.0,1.4500000000000002,186
3,2022-08-04,3.0,2.0,1.0,1.4500000000000002,1.0,3.0,186
4,2022-08-05,2.0,2.0,4.0,2.0,2.5500000000000003,3.0,186
5,2022-08-06,2.0,3.0,2.0,5.9,1.0,1.0,186
6,2022-08-07,2.0,1.0,2.5500000000000003,1.0,2.0,1.0,186
0,2022-08-01,1.0,1.0,1.0,1.0,1.0,2.0,445
1,2022-08-02,2.0,1.0,1.0,1.0,1.0,1.0,445
2,2022-08-03,0.0,1.0,0.0,1.0,0.0,0.0,445
3,2022-08-04,1.0,1.0,0.45,1.0,0.45,1.0,445
4,2022-08-05,2.0,1.0,1.0,1.0,0.0,0.0,445
5,2022-08-06,0.0,1.0,2.0,1.0,0.0,1.0,445
6,2022-08-07,1.0,0.0,0.0,1.0,0.0,0.0,445
0,2022-08-01,1.0,1.0,2.0,2.0,2.0,2.0,327
1,2022-08-02,3.0,1.0,2.0,2.0,1.55,1.0,327
2,2022-08-03,2.0,1.0,1.0,1.0,1.0,2.0,327
3,2022-08-04,2.5500000000000003,2.0,0.0,0.55,0.0,1.0,327
4,2022-08-05,0.0,2.0,1.0,1.55,1.0,3.0,327
5,2022-08-06,2.0,0.45,1.4500000000000002,2.0,4.0,2.0,327
6,2022-08-07,1.0,1.0,1.0,1.0,2.0,1.0,327
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,228
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,228
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,228
3,2022-08-04,1.0,0.0,0.0,0.0,0.0,0.0,228
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,228
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,228
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,228
0,2022-08-01,0.0,0.0,2.0,0.0,0.0,0.0,57
1,2022-08-02,0.0,0.0,0.0,0.55,0.0,0.0,57
2,2022-08-03,0.0,0.0,2.0,1.0,1.0,0.0,57
3,2022-08-04,0.0,0.45,0.0,0.0,0.0,0.0,57
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,57
5,2022-08-06,0.0,2.0,0.0,1.0,0.0,0.0,57
6,2022-08-07,0.0,0.0,1.55,0.0,0.0,0.0,57
0,2022-08-01,5.45,5.45,4.0,5.0,2.0,2.45,232
1,2022-08-02,2.5500000000000003,2.0,3.0,3.0,4.0,3.45,232
2,2022-08-03,3.0,3.0,4.45,3.0,3.45,2.45,232
3,2022-08-04,3.0,3.0,2.5500000000000003,4.0,2.0,3.0,232
4,2022-08-05,7.0,6.0,3.0,2.45,3.0,9.0,232
5,2022-08-06,5.45,4.0,1.0,2.0,4.45,2.5500000000000003,232
6,2022-08-07,2.0,2.0,4.45,3.0,2.45,5.0,232
0,2022-08-01,0.45,1.0,1.0,1.0,4.0,0.45,113
1,2022-08-02,1.0,1.0,1.0,4.0,2.5500000000000003,0.45,113
2,2022-08-03,1.0,1.0,1.0,1.0,2.0,1.0,113
3,2022-08-04,2.0,2.0,1.0,1.0,1.0,1.0,113
4,2022-08-05,1.0,0.45,0.45,1.0,1.4500000000000002,0.55,113
5,2022-08-06,1.0,-0.55,0.45,1.0,1.0,0.0,113
6,2022-08-07,1.0,0.0,0.45,4.0,0.0,0.55,113
0,2022-08-01,0.45,0.45,0.45,0.0,0.55,5.0,459
1,2022-08-02,1.0,3.0,3.0,2.0,2.0,2.0,459
2,2022-08-03,1.0,0.0,1.0,2.0,1.0,1.0,459
3,2022-08-04,2.0,1.0,1.0,1.55,5.0,3.0,459
4,2022-08-05,1.0,1.0,0.0,0.55,2.0,1.0,459
5,2022-08-06,2.0,-0.45,2.0,0.0,2.0,1.0,459
6,2022-08-07,0.0,1.4500000000000002,1.0,4.0,2.0,1.0,459
0,2022-08-01,0.55,-0.45,0.0,0.0,0.0,9.0,82
1,2022-08-02,3.0,0.0,0.0,9.0,0.55,1.0,82
2,2022-08-03,2.0,1.0,0.0,2.0,9.0,1.4500000000000002,82
3,2022-08-04,9.0,1.0,3.0,4.0,2.0,2.0,82
4,2022-08-05,2.0,9.0,9.0,1.0,4.0,9.0,82
5,2022-08-06,4.0,2.0,2.0,0.0,1.4500000000000002,0.45,82
6,2022-08-07,0.0,4.0,4.0,0.0,0.0,1.0,82
0,2022-08-01,1.0,1.0,2.0,3.0,4.0,3.0,146
1,2022-08-02,2.0,0.55,3.0,1.0,4.0,1.0,146
2,2022-08-03,0.0,1.0,3.0,1.4500000000000002,4.0,0.0,146
3,2022-08-04,2.0,0.0,3.0,1.0,1.0,0.0,146
4,2022-08-05,-0.55,3.0,3.0,0.55,2.0,0.0,146
5,2022-08-06,1.0,1.0,3.0,2.0,2.0,0.45,146
6,2022-08-07,1.0,0.0,3.0,0.0,1.0,0.0,146
0,2022-08-01,,,,,,,235
1,2022-08-02,,,,,,,235
2,2022-08-03,,,,,,,235
3,2022-08-04,,,,,,,235
4,2022-08-05,,,,,,,235
5,2022-08-06,,,,,,,235
6,2022-08-07,,,,,,,235
0,2022-08-01,1.55,1.55,0.0,0.0,0.0,0.0,42
1,2022-08-02,1.55,0.0,1.0,2.0,1.0,0.45,42
2,2022-08-03,1.55,0.0,1.0,0.0,0.55,1.0,42
3,2022-08-04,1.55,0.0,1.55,2.0,1.0,1.0,42
4,2022-08-05,1.55,1.0,1.0,1.0,0.0,0.0,42
5,2022-08-06,2.0,0.0,0.0,1.0,1.0,1.0,42
6,2022-08-07,1.0,2.0,1.0,0.0,1.0,1.0,42
0,2022-08-01,,,,,,,194
1,2022-08-02,,,,,,,194
2,2022-08-03,,,,,,,194
3,2022-08-04,,,,,,,194
4,2022-08-05,,,,,,,194
5,2022-08-06,,,,,,,194
6,2022-08-07,,,,,,,194
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.55,160
1,2022-08-02,0.0,0.0,0.0,0.55,2.0,0.45,160
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,160
3,2022-08-04,0.0,0.0,0.0,0.0,0.55,0.0,160
4,2022-08-05,0.0,0.0,1.0,0.0,1.0,1.0,160
5,2022-08-06,0.0,1.0,1.0,0.0,0.0,1.0,160
6,2022-08-07,1.0,0.0,0.0,0.0,0.55,1.0,160
0,2022-08-01,1.0,0.55,0.0,1.0,2.0,1.0,21
1,2022-08-02,2.0,0.45,2.0,0.55,2.0,1.0,21
2,2022-08-03,3.0,1.0,2.5500000000000003,1.0,1.0,3.0,21
3,2022-08-04,1.0,0.0,0.0,2.0,2.0,1.4500000000000002,21
4,2022-08-05,1.0,1.0,1.4500000000000002,1.4500000000000002,0.0,4.0,21
5,2022-08-06,2.0,0.55,1.0,2.0,2.0,0.0,21
6,2022-08-07,3.0,2.45,0.0,2.0,1.4500000000000002,2.0,21
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,157
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,157
2,2022-08-03,0.0,2.0,0.0,0.0,0.0,0.0,157
3,2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,157
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,157
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,157
6,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,157
0,2022-08-01,0.0,3.0,1.0,1.0,2.5500000000000003,0.45,448
1,2022-08-02,0.0,0.55,1.0,0.0,1.0,0.0,448
2,2022-08-03,0.0,2.0,1.0,1.0,1.0,1.0,448
3,2022-08-04,0.0,1.0,1.0,4.0,2.0,0.45,448
4,2022-08-05,0.0,3.0,3.0,0.0,2.0,1.0,448
5,2022-08-06,0.0,0.0,1.0,2.0,1.4500000000000002,0.45,448
6,2022-08-07,0.0,0.0,1.0,3.45,0.45,2.0,448
0,2022-08-01,3.0,3.0,4.0,4.0,4.0,0.0,26
1,2022-08-02,0.55,1.0,1.4500000000000002,4.0,1.55,3.0,26
2,2022-08-03,5.0,3.0,4.0,2.5500000000000003,1.0,2.0,26
3,2022-08-04,2.45,2.0,2.0,5.0,5.45,4.45,26
4,2022-08-05,3.0,3.5500000000000003,4.0,2.0,2.0,3.5500000000000003,26
5,2022-08-06,0.55,1.0,2.0,2.45,3.0,3.0,26
6,2022-08-07,5.0,7.0,3.0,1.55,1.0,2.0,26
0,2022-08-01,,,,,,,73
1,2022-08-02,,,,,,,73
2,2022-08-03,,,,,,,73
3,2022-08-04,,,,,,,73
4,2022-08-05,,,,,,,73
5,2022-08-06,,,,,,,73
6,2022-08-07,,,,,,,73
0,2022-08-01,2.0,1.0,1.0,2.45,2.45,2.45,428
1,2022-08-02,2.0,3.0,2.5500000000000003,3.45,4.0,2.5500000000000003,428
2,2022-08-03,1.4500000000000002,1.0,1.0,6.0,2.0,7.0,428
3,2022-08-04,1.0,1.55,1.0,3.0,3.0,1.0,428
4,2022-08-05,1.0,5.45,6.0,2.45,1.4500000000000002,2.0,428
5,2022-08-06,5.0,1.0,2.45,4.0,5.0,1.4500000000000002,428
6,2022-08-07,0.0,1.0,2.5500000000000003,2.45,2.45,5.0,428
0,2022-08-01,0.0,0.0,0.0,0.0,0.0,1.0,163
1,2022-08-02,0.0,0.0,0.0,1.0,0.0,0.0,163
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,163
3,2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,163
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,163
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,163
6,2022-08-07,1.0,1.0,0.0,0.0,0.0,0.0,163
0,2022-08-01,0.0,0.0,1.0,0.0,0.0,0.0,228
2,2022-08-03,0.0,0.0,0.0,0.0,0.0,1.0,228
0,2022-08-01,2.0,2.0,2.0,2.0,4.0,3.0,66
1,2022-08-02,4.0,1.0,4.0,8.0,4.0,3.0,66
2,2022-08-03,2.0,2.0,2.0,3.0,8.0,1.0,66
3,2022-08-04,4.0,4.0,3.0,1.0,4.0,2.0,66
4,2022-08-05,2.0,1.0,2.45,1.4500000000000002,1.0,2.0,66
5,2022-08-06,2.0,1.0,0.55,4.0,4.55,3.0,66
6,2022-08-07,4.0,1.0,1.0,2.0,2.0,2.0,66
0,2022-08-01,5.0,4.0,4.55,4.55,3.0,2.45,34
1,2022-08-02,3.0,3.0,4.55,2.0,4.0,2.0,34
2,2022-08-03,3.0,1.0,4.55,4.55,2.0,4.0,34
3,2022-08-04,5.550000000000001,1.0,5.550000000000001,2.0,1.55,2.0,34
4,2022-08-05,3.0,2.0,3.0,4.0,1.4500000000000002,2.45,34
5,2022-08-06,6.0,1.0,5.0,2.0,2.0,4.0,34
6,2022-08-07,5.550000000000001,2.0,5.550000000000001,4.0,2.0,4.0,34
0,2022-08-01,4.0,4.0,4.0,3.0,3.0,3.5500000000000003,232
1,2022-08-02,3.0,5.0,2.0,8.0,3.0,6.0,232
2,2022-08-03,3.0,4.0,5.0,2.0,3.0,6.0,232
3,2022-08-04,3.45,1.0,3.5500000000000003,2.45,3.5500000000000003,0.45,232
4,2022-08-05,1.0,6.0,3.0,4.0,3.0,3.0,232
5,2022-08-06,6.0,4.0,5.0,3.0,3.5500000000000003,2.0,232
6,2022-08-07,2.45,2.0,3.0,3.0,3.5500000000000003,4.0,232
0,2022-08-01,2.0,4.0,0.0,0.0,3.0,3.45,429
1,2022-08-02,2.0,1.0,4.0,1.4500000000000002,1.0,1.0,429
2,2022-08-03,0.0,3.0,3.0,1.0,4.0,2.0,429
3,2022-08-04,1.0,1.0,4.0,3.5500000000000003,0.45,3.0,429
4,2022-08-05,1.0,0.45,2.0,1.55,4.0,2.0,429
5,2022-08-06,2.0,2.5500000000000003,3.0,3.0,1.55,1.0,429
6,2022-08-07,0.0,0.0,1.0,1.0,3.45,3.0,429
0,2022-08-01,0.55,0.55,0.0,0.0,0.0,0.0,162
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,162
2,2022-08-03,0.0,1.0,0.0,0.0,0.0,0.0,162
3,2022-08-04,0.0,0.0,0.0,0.0,1.0,0.0,162
4,2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,162
5,2022-08-06,0.0,0.0,0.0,1.0,1.0,0.0,162
6,2022-08-07,0.55,0.0,0.0,0.0,0.0,2.0,162
0,2022-08-01,0.0,0.0,0.0,0.0,2.0,0.0,177
1,2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,177
2,2022-08-03,0.0,0.0,2.0,0.0,1.0,0.0,177
3,2022-08-04,0.0,1.0,0.0,0.0,0.0,0.0,177
4,2022-08-05,0.0,0.0,1.0,1.0,0.0,0.0,177
5,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,177
6,2022-08-07,0.0,0.0,0.0,2.0,0.0,0.0,177
0,2022-08-01,2.0,0.0,3.0,2.0,2.0,2.0,259
1,2022-08-02,0.0,1.0,1.0,1.4500000000000002,1.0,1.4500000000000002,259
2,2022-08-03,0.0,3.0,1.0,0.55,1.0,1.4500000000000002,259
3,2022-08-04,3.0,3.0,3.0,3.0,3.0,4.0,259
4,2022-08-05,2.0,3.0,3.0,1.55,2.0,3.5500000000000003,259
5,2022-08-06,1.0,3.0,1.0,3.0,1.0,1.0,259
6,2022-08-07,2.0,3.0,1.0,3.0,0.55,0.55,259
0,2022-08-01,2.5500000000000003,1.55,6.0,2.5500000000000003,2.45,2.5500000000000003,233
1,2022-08-02,2.0,2.0,1.0,4.0,1.0,4.0,233
2,2022-08-03,0.0,1.0,4.0,5.0,6.0,4.0,233
3,2022-08-04,1.55,2.0,3.0,2.0,5.0,10.0,233
4,2022-08-05,2.5500000000000003,6.0,2.0,5.0,2.45,1.55,233
5,2022-08-06,0.0,2.0,5.0,4.0,3.0,4.0,233
6,2022-08-07,1.55,6.0,1.4500000000000002,4.0,3.0,1.0,233
0,2022-08-01,2.0,2.0,1.4500000000000002,1.4500000000000002,1.0,1.0,16
1,2022-08-02,2.0,4.0,1.0,2.0,3.5500000000000003,2.0,16
2,2022-08-03,1.0,2.0,2.0,1.0,2.5500000000000003,5.0,16
3,2022-08-04,2.0,7.0,2.0,4.55,3.0,2.45,16
4,2022-08-05,2.0,2.0,1.55,2.0,3.0,2.45,16
5,2022-08-06,4.0,1.55,1.0,3.0,4.0,4.0,16
6,2022-08-07,4.0,1.4500000000000002,1.4500000000000002,1.0,2.45,1.0,16
0,2022-08-01,2.0,0.45,0.45,3.0,2.45,0.45,572
1,2022-08-02,1.0,1.0,1.55,0.0,1.0,3.0,572
2,2022-08-03,0.45,1.0,0.0,1.0,3.0,1.0,572
3,2022-08-04,0.55,3.0,0.0,0.0,0.0,2.0,572
4,2022-08-05,1.0,0.45,1.0,2.0,2.0,1.4500000000000002,572
5,2022-08-06,4.0,1.0,2.0,0.0,2.45,2.0,572
6,2022-08-07,0.45,2.0,3.0,1.0,1.0,5.0,572
0,2022-08-01,1.0,1.0,1.0,1.0,1.55,2.0,333
1,2022-08-02,1.0,0.0,1.0,1.0,1.55,1.0,333
2,2022-08-03,1.0,1.0,2.0,2.0,2.5500000000000003,1.0,333
3,2022-08-04,1.0,1.0,1.0,1.0,4.55,1.0,333
4,2022-08-05,1.0,3.0,2.0,0.55,1.0,1.0,333
5,2022-08-06,1.0,2.0,1.0,3.0,3.0,2.0,333
6,2022-08-07,1.0,1.0,2.5500000000000003,2.0,2.0,1.0,333
0,2022-08-01,0.0,0.0,0.0,0.45,1.0,1.0,272
